link,ts[deciseconds],state,errors,lat[deg/10000],lon[deg/10000],altitude[m],velocity[m/s],battery[decivolts],pyro1,pyro2,phase,alt_diff,vel_diff,acc_proxy,alt_rolling_mean,vel_rolling_mean,alt_rolling_std,vel_rolling_std,speed_abs,is_ascending,flight_id
2,5215,5,0,394167,-82269,1441,-4,99,0,0,Descent,0.0,0.0,0.0,1441.4,-4.0,0.5477225575256344,0.0,4,0,0
1,5216,5,0,394167,-82269,1440,-4,99,0,0,Descent,-1.0,0.0,-1.0,1441.0,-4.0,0.7071067812024142,0.0,4,0,0
2,5216,5,0,394167,-82269,1440,-4,99,0,0,Descent,0.0,0.0,1.0,1440.6,-4.0,0.5477225575256344,0.0,4,0,0
1,5217,5,0,394167,-82269,1440,-4,99,0,0,Descent,0.0,0.0,0.0,1440.4,-4.0,0.5477225575256344,0.0,4,0,0
2,5217,5,0,394167,-82269,1440,-4,99,0,0,Descent,0.0,0.0,0.0,1440.2,-4.0,0.44721359552504863,0.0,4,0,0
1,5218,5,0,394167,-82269,1440,-4,99,0,0,Descent,0.0,0.0,0.0,1440.0,-4.0,0.0,0.0,4,0,0
2,5218,5,0,394167,-82269,1440,-4,99,0,0,Descent,0.0,0.0,0.0,1440.0,-4.0,0.0,0.0,4,0,0
2,5220,5,0,394167,-82269,1438,-4,99,0,0,Descent,-2.0,0.0,-2.0,1439.6,-4.0,0.8944271910124422,0.0,4,0,0
1,5221,5,0,394167,-82269,1438,-4,98,0,0,Descent,0.0,0.0,2.0,1439.2,-4.0,1.0954451150205624,0.0,4,0,0
2,5221,5,0,394167,-82269,1438,-4,98,0,0,Descent,0.0,0.0,0.0,1438.8,-4.0,1.0954451150205624,0.0,4,0,0
1,5222,5,0,394167,-82268,1438,-4,99,0,0,Descent,0.0,0.0,0.0,1438.4,-4.0,0.8944271910124422,0.0,4,0,0
2,5222,5,0,394167,-82268,1438,-4,99,0,0,Descent,0.0,0.0,0.0,1438.0,-4.0,0.0,0.0,4,0,0
1,5223,5,0,394167,-82268,1437,-4,99,0,0,Descent,-1.0,0.0,-1.0,1437.8,-4.0,0.44721359552504863,0.0,4,0,0
1,5225,5,0,394167,-82268,1436,-4,99,0,0,Descent,-1.0,0.0,0.0,1437.4,-4.0,0.8944271910124819,0.0,4,0,0
2,5225,5,0,394167,-82268,1436,-4,99,0,0,Descent,0.0,0.0,1.0,1437.0,-4.0,1.000000000011248,0.0,4,0,0
2,5226,5,0,394167,-82268,1436,-4,99,0,0,Descent,0.0,0.0,0.0,1436.6,-4.0,0.8944271910124819,0.0,4,0,0
1,5229,5,0,394167,-82268,1434,-4,99,0,0,Descent,-2.0,0.0,-2.0,1435.8,-4.0,1.0954451150205624,0.0,4,0,0
1,5230,5,0,394167,-82268,1434,-4,99,0,0,Descent,0.0,0.0,2.0,1435.2,-4.0,1.0954451150205624,0.0,4,0,0
1,5231,5,0,394167,-82268,1434,-4,99,0,0,Descent,0.0,0.0,0.0,1434.8,-4.0,1.0954451150205624,0.0,4,0,0
2,5231,5,0,394167,-82268,1434,-4,99,0,0,Descent,0.0,0.0,0.0,1434.4,-4.0,0.8944271910124422,0.0,4,0,0
1,5232,5,0,394167,-82267,1433,-4,99,0,0,Descent,-1.0,0.0,-1.0,1433.8,-4.0,0.44721359552504863,0.0,4,0,0
2,5232,5,0,394167,-82267,1433,-4,99,0,0,Descent,0.0,0.0,1.0,1433.6,-4.0,0.5477225575256344,0.0,4,0,0
1,5233,5,0,394167,-82267,1433,-4,99,0,0,Descent,0.0,0.0,0.0,1433.4,-4.0,0.5477225575256344,0.0,4,0,0
1,5235,5,0,394167,-82267,1432,-4,99,0,0,Descent,-1.0,0.0,-1.0,1433.0,-4.0,0.7071067812024142,0.0,4,0,0
2,5235,5,0,394167,-82267,1432,-4,99,0,0,Descent,0.0,0.0,1.0,1432.6,-4.0,0.5477225575256344,0.0,4,0,0
1,5236,5,0,394167,-82267,1431,-4,98,0,0,Descent,-1.0,0.0,-1.0,1432.2,-4.0,0.8366600265474786,0.0,4,0,0
2,5236,5,0,394167,-82267,1431,-4,98,0,0,Descent,0.0,0.0,1.0,1431.8,-4.0,0.8366600265474786,0.0,4,0,0
2,5241,5,0,394167,-82267,1429,-4,99,0,0,Descent,-2.0,0.0,-2.0,1431.0,-4.0,1.224744871400738,0.0,4,0,0
1,5242,5,0,394167,-82266,1428,-4,99,0,0,Descent,-1.0,0.0,1.0,1430.2,-4.0,1.6431676725223272,0.0,4,0,0
1,5243,5,0,394167,-82266,1428,-4,99,0,0,Descent,0.0,0.0,1.0,1429.4,-4.0,1.5165750888177305,0.0,4,0,0
2,5243,5,0,394167,-82266,1428,-4,99,0,0,Descent,0.0,0.0,0.0,1428.8,-4.0,1.303840481049174,0.0,4,0,0
1,5245,5,0,394167,-82266,1427,-4,99,0,0,Descent,-1.0,0.0,-1.0,1428.0,-4.0,0.7071067812024645,0.0,4,0,0
2,5245,5,0,394167,-82266,1427,-4,99,0,0,Descent,0.0,0.0,1.0,1427.6,-4.0,0.5477225575256993,0.0,4,0,0
1,5246,5,0,394168,-82266,1426,-4,99,0,0,Descent,-1.0,0.0,-1.0,1427.2,-4.0,0.836660026547521,0.0,4,0,0
2,5246,5,0,394168,-82266,1426,-4,99,0,0,Descent,0.0,0.0,1.0,1426.8,-4.0,0.836660026547521,0.0,4,0,0
1,5248,5,0,394168,-82266,1425,-4,99,0,0,Descent,-1.0,0.0,-1.0,1426.2,-4.0,0.836660026547521,0.0,4,0,0
2,5248,5,0,394168,-82266,1425,-4,99,0,0,Descent,0.0,0.0,1.0,1425.8,-4.0,0.836660026547521,0.0,4,0,0
1,5252,5,0,394168,-82265,1423,-4,99,0,0,Descent,-2.0,0.0,-2.0,1425.0,-4.0,1.2247448714007672,0.0,4,0,0
2,5252,5,0,394168,-82265,1423,-4,99,0,0,Descent,0.0,0.0,2.0,1424.4,-4.0,1.3416407865082671,0.0,4,0,0
1,5253,5,0,394168,-82265,1423,-4,99,0,0,Descent,0.0,0.0,0.0,1423.8,-4.0,1.0954451150206272,0.0,4,0,0
2,5253,5,0,394168,-82265,1423,-4,99,0,0,Descent,0.0,0.0,0.0,1423.4,-4.0,0.8944271910125215,0.0,4,0,0
1,5254,5,0,394168,-82265,1423,-4,99,0,0,Descent,0.0,0.0,0.0,1423.0,-4.0,0.0,0.0,4,0,0
2,5254,5,0,394168,-82265,1423,-4,99,0,0,Descent,0.0,0.0,0.0,1423.0,-4.0,0.0,0.0,4,0,0
1,5255,5,0,394168,-82265,1422,-4,99,0,0,Descent,-1.0,0.0,-1.0,1422.8,-4.0,0.4472135955252075,0.0,4,0,0
2,5255,5,0,394168,-82265,1422,-4,99,0,0,Descent,0.0,0.0,1.0,1422.6,-4.0,0.5477225575257642,0.0,4,0,0
1,5256,5,0,394168,-82265,1422,-4,99,0,0,Descent,0.0,0.0,0.0,1422.4,-4.0,0.5477225575257642,0.0,4,0,0
2,5256,5,0,394168,-82265,1422,-4,99,0,0,Descent,0.0,0.0,0.0,1422.2,-4.0,0.4472135955252075,0.0,4,0,0
1,5258,5,0,394168,-82265,1421,-4,99,0,0,Descent,-1.0,0.0,-1.0,1421.8,-4.0,0.4472135955252075,0.0,4,0,0
1,5260,5,0,394168,-82265,1420,-4,99,0,0,Descent,-1.0,0.0,0.0,1421.4,-4.0,0.8944271910125613,0.0,4,0,0
2,5260,5,0,394168,-82265,1420,-4,99,0,0,Descent,0.0,0.0,1.0,1421.0,-4.0,1.000000000011319,0.0,4,0,0
1,5261,5,0,394168,-82265,1420,-4,99,0,0,Descent,0.0,0.0,0.0,1420.6,-4.0,0.8944271910125613,0.0,4,0,0
2,5261,5,0,394168,-82265,1420,-4,99,0,0,Descent,0.0,0.0,0.0,1420.2,-4.0,0.4472135955252075,0.0,4,0,0
1,5262,5,0,394168,-82264,1419,-4,98,0,0,Descent,-1.0,0.0,-1.0,1419.8,-4.0,0.4472135955252075,0.0,4,0,0
2,5262,5,0,394168,-82264,1419,-4,98,0,0,Descent,0.0,0.0,1.0,1419.6,-4.0,0.5477225575257642,0.0,4,0,0
1,5263,5,0,394168,-82264,1419,-4,99,0,0,Descent,0.0,0.0,0.0,1419.4,-4.0,0.5477225575257642,0.0,4,0,0
2,5263,5,0,394168,-82264,1419,-4,99,0,0,Descent,0.0,0.0,0.0,1419.2,-4.0,0.4472135955252075,0.0,4,0,0
1,5266,5,0,394168,-82264,1417,-4,99,0,0,Descent,-2.0,0.0,-2.0,1418.6,-4.0,0.8944271910125215,0.0,4,0,0
2,5266,5,0,394168,-82264,1417,-4,99,0,0,Descent,0.0,0.0,2.0,1418.2,-4.0,1.0954451150206272,0.0,4,0,0
2,5267,5,0,394168,-82264,1417,-4,99,0,0,Descent,0.0,0.0,0.0,1417.8,-4.0,1.0954451150206272,0.0,4,0,0
1,5268,5,0,394168,-82264,1417,-4,99,0,0,Descent,0.0,0.0,0.0,1417.4,-4.0,0.8944271910125215,0.0,4,0,0
1,5269,5,0,394168,-82263,1416,-4,99,0,0,Descent,-1.0,0.0,-1.0,1416.8,-4.0,0.4472135955252075,0.0,4,0,0
2,5269,5,0,394168,-82263,1416,-4,99,0,0,Descent,0.0,0.0,1.0,1416.6,-4.0,0.5477225575257642,0.0,4,0,0
1,5270,5,0,394168,-82263,1416,-4,99,0,0,Descent,0.0,0.0,0.0,1416.4,-4.0,0.5477225575257642,0.0,4,0,0
2,5270,5,0,394168,-82263,1416,-4,99,0,0,Descent,0.0,0.0,0.0,1416.2,-4.0,0.4472135955252075,0.0,4,0,0
1,5272,5,0,394168,-82263,1415,-4,99,0,0,Descent,-1.0,0.0,-1.0,1415.8,-4.0,0.4472135955252075,0.0,4,0,0
1,5273,5,0,394168,-82263,1415,-4,99,0,0,Descent,0.0,0.0,1.0,1415.6,-4.0,0.5477225575257642,0.0,4,0,0
2,5273,5,0,394168,-82263,1415,-4,99,0,0,Descent,0.0,0.0,0.0,1415.4,-4.0,0.5477225575257642,0.0,4,0,0
1,5277,5,0,394168,-82263,1413,-4,99,0,0,Descent,-2.0,0.0,-2.0,1414.8,-4.0,1.0954451150206272,0.0,4,0,0
2,5277,5,0,394168,-82263,1413,-4,99,0,0,Descent,0.0,0.0,2.0,1414.2,-4.0,1.0954451150206272,0.0,4,0,0
1,5278,5,0,394169,-82262,1412,-4,99,0,0,Descent,-1.0,0.0,-1.0,1413.6,-4.0,1.3416407865082671,0.0,4,0,0
2,5278,5,0,394169,-82262,1412,-4,99,0,0,Descent,0.0,0.0,1.0,1413.0,-4.0,1.2247448714007672,0.0,4,0,0
1,5279,5,0,394169,-82262,1412,-4,99,0,0,Descent,0.0,0.0,0.0,1412.4,-4.0,0.5477225575256993,0.0,4,0,0
2,5279,5,0,394169,-82262,1412,-4,99,0,0,Descent,0.0,0.0,0.0,1412.2,-4.0,0.44721359552512807,0.0,4,0,0
1,5280,5,0,394169,-82262,1411,-4,99,0,0,Descent,-1.0,0.0,-1.0,1411.8,-4.0,0.44721359552512807,0.0,4,0,0
1,5281,5,0,394169,-82262,1411,-4,99,0,0,Descent,0.0,0.0,1.0,1411.6,-4.0,0.5477225575256993,0.0,4,0,0
2,5281,5,0,394169,-82262,1411,-4,99,0,0,Descent,0.0,0.0,0.0,1411.4,-4.0,0.5477225575256993,0.0,4,0,0
1,5284,5,0,394169,-82262,1409,-4,99,0,0,Descent,-2.0,0.0,-2.0,1410.8,-4.0,1.0954451150205948,0.0,4,0,0
2,5284,5,0,394169,-82262,1409,-4,99,0,0,Descent,0.0,0.0,2.0,1410.2,-4.0,1.0954451150205948,0.0,4,0,0
1,5285,5,0,394169,-82262,1409,-4,99,0,0,Descent,0.0,0.0,0.0,1409.8,-4.0,1.0954451150205948,0.0,4,0,0
2,5285,5,0,394169,-82262,1409,-4,99,0,0,Descent,0.0,0.0,0.0,1409.4,-4.0,0.8944271910124819,0.0,4,0,0
1,5287,5,0,394169,-82262,1408,-4,99,0,0,Descent,-1.0,0.0,-1.0,1408.8,-4.0,0.44721359552512807,0.0,4,0,0
1,5288,5,0,394169,-82261,1407,-4,99,0,0,Descent,-1.0,0.0,0.0,1408.4,-4.0,0.8944271910125215,0.0,4,0,0
2,5288,5,0,394169,-82261,1407,-4,99,0,0,Descent,0.0,0.0,1.0,1408.0,-4.0,1.0000000000112834,0.0,4,0,0
1,5289,5,0,394169,-82261,1407,-4,99,0,0,Descent,0.0,0.0,0.0,1407.6,-4.0,0.8944271910125215,0.0,4,0,0
2,5289,5,0,394169,-82261,1407,-4,99,0,0,Descent,0.0,0.0,0.0,1407.2,-4.0,0.44721359552512807,0.0,4,0,0
1,5290,5,0,394169,-82261,1406,-4,99,0,0,Descent,-1.0,0.0,-1.0,1406.8,-4.0,0.44721359552512807,0.0,4,0,0
1,5292,5,0,394169,-82261,1405,-4,98,0,0,Descent,-1.0,0.0,0.0,1406.4,-4.0,0.8944271910125215,0.0,4,0,0
2,5293,5,0,394169,-82261,1405,-4,99,0,0,Descent,0.0,0.0,1.0,1406.0,-4.0,1.0000000000112834,0.0,4,0,0
1,5295,5,0,394169,-82260,1404,-4,99,0,0,Descent,-1.0,0.0,-1.0,1405.4,-4.0,1.1401754251090517,0.0,4,0,0
1,5298,5,0,394170,-82260,1403,-4,99,0,0,Descent,-1.0,0.0,0.0,1404.6,-4.0,1.1401754251090517,0.0,4,0,0
2,5298,5,0,394170,-82260,1403,-4,99,0,0,Descent,0.0,0.0,1.0,1404.0,-4.0,1.0000000000112834,0.0,4,0,0
2,5301,5,0,394170,-82260,1402,-4,99,0,0,Descent,-1.0,0.0,-1.0,1403.4,-4.0,1.1401754251090517,0.0,4,0,0
1,5303,5,0,394170,-82259,1401,-4,99,0,0,Descent,-1.0,0.0,0.0,1402.6,-4.0,1.1401754251090517,0.0,4,0,0
2,5303,5,0,394170,-82259,1401,-4,99,0,0,Descent,0.0,0.0,1.0,1402.0,-4.0,1.0000000000112834,0.0,4,0,0
1,5309,5,0,394170,-82259,1398,-4,99,0,0,Descent,-3.0,0.0,-3.0,1401.0,-4.0,1.8708286933930018,0.0,4,0,0
2,5309,5,0,394170,-82259,1398,-4,99,0,0,Descent,0.0,0.0,3.0,1400.0,-4.0,1.8708286933930018,0.0,4,0,0
1,5312,5,0,394171,-82258,1397,-4,99,0,0,Descent,-1.0,0.0,-1.0,1399.0,-4.0,1.8708286933930018,0.0,4,0,0
1,5313,5,0,394171,-82258,1397,-4,99,0,0,Descent,0.0,0.0,1.0,1398.2,-4.0,1.6431676725223705,0.0,4,0,0
2,5313,5,0,394171,-82258,1397,-4,99,0,0,Descent,0.0,0.0,0.0,1397.4,-4.0,0.547722557525829,0.0,4,0,0
2,5315,5,0,394171,-82258,1396,-4,99,0,0,Descent,-1.0,0.0,-1.0,1397.0,-4.0,0.707106781202565,0.0,4,0,0
2,5316,5,0,394171,-82258,1395,-4,99,0,0,Descent,-1.0,0.0,0.0,1396.4,-4.0,0.894427191012601,0.0,4,0,0
1,5317,5,0,394171,-82258,1395,-4,99,0,0,Descent,0.0,0.0,1.0,1396.0,-4.0,1.0000000000113545,0.0,4,0,0
2,5317,5,0,394171,-82258,1395,-4,99,0,0,Descent,0.0,0.0,0.0,1395.6,-4.0,0.894427191012601,0.0,4,0,0
1,5318,5,0,394171,-82258,1394,-4,99,0,0,Descent,-1.0,0.0,-1.0,1395.0,-4.0,0.707106781202565,0.0,4,0,0
2,5318,5,0,394171,-82258,1394,-4,99,0,0,Descent,0.0,0.0,1.0,1394.6,-4.0,0.547722557525829,0.0,4,0,0
1,5319,5,0,394171,-82258,1393,-4,99,0,0,Descent,-1.0,0.0,-1.0,1394.2,-4.0,0.836660026547606,0.0,4,0,0
1,5321,5,0,394171,-82258,1392,-4,99,0,0,Descent,-1.0,0.0,0.0,1393.6,-4.0,1.1401754251090517,0.0,4,0,0
2,5321,5,0,394171,-82258,1392,-4,99,0,0,Descent,0.0,0.0,1.0,1393.0,-4.0,1.0000000000112834,0.0,4,0,0
1,5322,5,0,394172,-82257,1392,-4,99,0,0,Descent,0.0,0.0,0.0,1392.6,-4.0,0.8944271910125215,0.0,4,0,0
2,5322,5,0,394172,-82257,1392,-4,99,0,0,Descent,0.0,0.0,0.0,1392.2,-4.0,0.44721359552512807,0.0,4,0,0
1,5323,5,0,394172,-82257,1392,-4,99,0,0,Descent,0.0,0.0,0.0,1392.0,-4.0,0.0,0.0,4,0,0
1,5324,5,0,394172,-82257,1391,-4,99,0,0,Descent,-1.0,0.0,-1.0,1391.8,-4.0,0.44721359552512807,0.0,4,0,0
2,5324,5,0,394172,-82257,1391,-4,99,0,0,Descent,0.0,0.0,1.0,1391.6,-4.0,0.5477225575256993,0.0,4,0,0
1,5325,5,0,394172,-82257,1391,-4,99,0,0,Descent,0.0,0.0,0.0,1391.4,-4.0,0.5477225575256993,0.0,4,0,0
2,5325,5,0,394172,-82257,1391,-4,99,0,0,Descent,0.0,0.0,0.0,1391.2,-4.0,0.44721359552512807,0.0,4,0,0
1,5328,5,0,394172,-82257,1389,-4,99,0,0,Descent,-2.0,0.0,-2.0,1390.6,-4.0,0.8944271910124819,0.0,4,0,0
1,5330,5,0,394173,-82257,1388,-4,99,0,0,Descent,-1.0,0.0,1.0,1390.0,-4.0,1.4142135623810386,0.0,4,0,0
2,5330,5,0,394173,-82257,1388,-4,99,0,0,Descent,0.0,0.0,1.0,1389.4,-4.0,1.5165750888177305,0.0,4,0,0
1,5331,5,0,394173,-82257,1388,-4,99,0,0,Descent,0.0,0.0,0.0,1388.8,-4.0,1.303840481049174,0.0,4,0,0
2,5331,5,0,394173,-82257,1388,-4,99,0,0,Descent,0.0,0.0,0.0,1388.2,-4.0,0.44721359552512807,0.0,4,0,0
1,5332,5,0,394173,-82256,1388,-4,99,0,0,Descent,0.0,0.0,0.0,1388.0,-4.0,0.0,0.0,4,0,0
2,5332,5,0,394173,-82256,1388,-4,99,0,0,Descent,0.0,0.0,0.0,1388.0,-4.0,0.0,0.0,4,0,0
1,5333,5,0,394173,-82256,1387,-4,99,0,0,Descent,-1.0,0.0,-1.0,1387.8,-4.0,0.44721359552512807,0.0,4,0,0
2,5333,5,0,394173,-82256,1387,-4,99,0,0,Descent,0.0,0.0,1.0,1387.6,-4.0,0.5477225575256993,0.0,4,0,0
1,5334,5,0,394173,-82256,1387,-4,99,0,0,Descent,0.0,0.0,0.0,1387.4,-4.0,0.5477225575256993,0.0,4,0,0
1,5335,5,0,394173,-82256,1387,-4,99,0,0,Descent,0.0,0.0,0.0,1387.2,-4.0,0.44721359552512807,0.0,4,0,0
1,5337,5,0,394173,-82256,1386,-4,99,0,0,Descent,-1.0,0.0,-1.0,1386.8,-4.0,0.44721359552512807,0.0,4,0,0
2,5337,5,0,394173,-82256,1386,-4,99,0,0,Descent,0.0,0.0,1.0,1386.6,-4.0,0.5477225575256993,0.0,4,0,0
1,5338,5,0,394173,-82256,1385,-4,99,0,0,Descent,-1.0,0.0,-1.0,1386.2,-4.0,0.836660026547521,0.0,4,0,0
2,5338,5,0,394173,-82256,1385,-4,99,0,0,Descent,0.0,0.0,1.0,1385.8,-4.0,0.836660026547521,0.0,4,0,0
1,5339,5,0,394173,-82256,1385,-4,99,0,0,Descent,0.0,0.0,0.0,1385.4,-4.0,0.5477225575256993,0.0,4,0,0
2,5339,5,0,394173,-82256,1385,-4,99,0,0,Descent,0.0,0.0,0.0,1385.2,-4.0,0.44721359552512807,0.0,4,0,0
1,5340,5,0,394173,-82256,1384,-4,99,0,0,Descent,-1.0,0.0,-1.0,1384.8,-4.0,0.44721359552512807,0.0,4,0,0
2,5340,5,0,394173,-82256,1384,-4,99,0,0,Descent,0.0,0.0,1.0,1384.6,-4.0,0.5477225575256993,0.0,4,0,0
1,5341,5,0,394173,-82256,1384,-4,99,0,0,Descent,0.0,0.0,0.0,1384.4,-4.0,0.5477225575256993,0.0,4,0,0
2,5341,5,0,394173,-82256,1384,-4,99,0,0,Descent,0.0,0.0,0.0,1384.2,-4.0,0.44721359552512807,0.0,4,0,0
1,5343,5,0,394174,-82256,1383,-4,99,0,0,Descent,-1.0,0.0,-1.0,1383.8,-4.0,0.44721359552512807,0.0,4,0,0
2,5343,5,0,394174,-82256,1383,-4,99,0,0,Descent,0.0,0.0,1.0,1383.6,-4.0,0.5477225575256993,0.0,4,0,0
1,5344,5,0,394174,-82256,1382,-4,99,0,0,Descent,-1.0,0.0,-1.0,1383.2,-4.0,0.836660026547521,0.0,4,0,0
2,5344,5,0,394174,-82256,1382,-4,99,0,0,Descent,0.0,0.0,1.0,1382.8,-4.0,0.836660026547521,0.0,4,0,0
1,5346,5,0,394174,-82255,1381,-4,99,0,0,Descent,-1.0,0.0,-1.0,1382.2,-4.0,0.836660026547521,0.0,4,0,0
2,5346,5,0,394174,-82255,1381,-4,99,0,0,Descent,0.0,0.0,1.0,1381.8,-4.0,0.836660026547521,0.0,4,0,0
1,5347,5,0,394174,-82255,1381,-4,99,0,0,Descent,0.0,0.0,0.0,1381.4,-4.0,0.5477225575256993,0.0,4,0,0
1,5348,5,0,394174,-82255,1380,-4,99,0,0,Descent,-1.0,0.0,-1.0,1381.0,-4.0,0.7071067812024645,0.0,4,0,0
2,5348,5,0,394174,-82255,1380,-4,99,0,0,Descent,0.0,0.0,1.0,1380.6,-4.0,0.5477225575256993,0.0,4,0,0
1,5349,5,0,394174,-82255,1380,-4,99,0,0,Descent,0.0,0.0,0.0,1380.4,-4.0,0.5477225575256993,0.0,4,0,0
2,5349,5,0,394174,-82255,1380,-4,99,0,0,Descent,0.0,0.0,0.0,1380.2,-4.0,0.44721359552512807,0.0,4,0,0
1,5351,5,0,394174,-82255,1379,-4,99,0,0,Descent,-1.0,0.0,-1.0,1379.8,-4.0,0.44721359552512807,0.0,4,0,0
1,5357,5,0,394175,-82255,1376,-4,99,0,0,Descent,-3.0,0.0,-2.0,1379.0,-4.0,1.7320508075753753,0.0,4,0,0
1,5358,5,0,394175,-82255,1376,-4,99,0,0,Descent,0.0,0.0,3.0,1378.2,-4.0,2.049390153197419,0.0,4,0,0
2,5358,5,0,394175,-82255,1376,-4,99,0,0,Descent,0.0,0.0,0.0,1377.4,-4.0,1.9493588689675914,0.0,4,0,0
1,5359,5,0,394175,-82255,1375,-4,99,0,0,Descent,-1.0,0.0,-1.0,1376.4,-4.0,1.5165750888178007,0.0,4,0,0
2,5359,5,0,394175,-82255,1375,-4,99,0,0,Descent,0.0,0.0,1.0,1375.6,-4.0,0.5477225575259587,0.0,4,0,0
1,5360,5,0,394175,-82255,1375,-4,99,0,0,Descent,0.0,0.0,0.0,1375.4,-4.0,0.5477225575259587,0.0,4,0,0
1,5361,5,0,394175,-82255,1375,-4,99,0,0,Descent,0.0,0.0,0.0,1375.2,-4.0,0.4472135955254458,0.0,4,0,0
2,5361,5,0,394175,-82255,1375,-4,99,0,0,Descent,0.0,0.0,0.0,1375.0,-4.0,0.0,0.0,4,0,0
1,5363,5,0,394175,-82255,1374,-4,99,0,0,Descent,-1.0,0.0,-1.0,1374.8,-4.0,0.4472135955254458,0.0,4,0,0
2,5363,5,0,394175,-82255,1374,-4,99,0,0,Descent,0.0,0.0,1.0,1374.6,-4.0,0.5477225575259587,0.0,4,0,0
1,5364,5,0,394176,-82255,1373,-4,99,0,0,Descent,-1.0,0.0,-1.0,1374.2,-4.0,0.8366600265476909,0.0,4,0,0
2,5365,5,0,394176,-82255,1373,-4,99,0,0,Descent,0.0,0.0,1.0,1373.8,-4.0,0.8366600265476909,0.0,4,0,0
1,5368,5,0,394176,-82254,1372,-4,99,0,0,Descent,-1.0,0.0,-1.0,1373.2,-4.0,0.8366600265476909,0.0,4,0,0
1,5370,5,0,394176,-82254,1371,-4,99,0,0,Descent,-1.0,0.0,0.0,1372.6,-4.0,1.1401754251091138,0.0,4,0,0
2,5370,5,0,394176,-82254,1371,-4,99,0,0,Descent,0.0,0.0,1.0,1372.0,-4.0,1.0000000000113545,0.0,4,0,0
1,5371,5,0,394176,-82254,1370,-4,99,0,0,Descent,-1.0,0.0,-1.0,1371.4,-4.0,1.1401754251091138,0.0,4,0,0
2,5371,5,0,394176,-82254,1370,-4,99,0,0,Descent,0.0,0.0,1.0,1370.8,-4.0,0.8366600265476909,0.0,4,0,0
1,5372,5,0,394176,-82254,1370,-4,99,0,0,Descent,0.0,0.0,0.0,1370.4,-4.0,0.5477225575259587,0.0,4,0,0
1,5377,5,0,394176,-82254,1367,-4,99,0,0,Descent,-3.0,0.0,-3.0,1369.6,-4.0,1.5165750888178007,0.0,4,0,0
1,5380,5,0,394177,-82254,1366,-4,99,0,0,Descent,-1.0,0.0,2.0,1368.6,-4.0,1.9493588689675914,0.0,4,0,0
1,5381,5,0,394177,-82254,1366,-4,99,0,0,Descent,0.0,0.0,1.0,1367.8,-4.0,2.049390153197419,0.0,4,0,0
1,5382,5,0,394177,-82254,1365,-4,98,0,0,Descent,-1.0,0.0,-1.0,1366.8,-4.0,1.923538406172979,0.0,4,0,0
2,5382,5,0,394177,-82254,1365,-4,98,0,0,Descent,0.0,0.0,1.0,1365.8,-4.0,0.8366600265474786,0.0,4,0,0
1,5383,5,0,394177,-82254,1365,-4,99,0,0,Descent,0.0,0.0,0.0,1365.4,-4.0,0.5477225575256344,0.0,4,0,0
2,5385,5,0,394177,-82254,1364,-4,99,0,0,Descent,-1.0,0.0,-1.0,1365.0,-4.0,0.7071067812024142,0.0,4,0,0
1,5388,5,0,394177,-82254,1362,-4,99,0,0,Descent,-2.0,0.0,-1.0,1364.2,-4.0,1.3038404810491466,0.0,4,0,0
2,5388,5,0,394177,-82254,1362,-4,99,0,0,Descent,0.0,0.0,2.0,1363.6,-4.0,1.516575088817707,0.0,4,0,0
1,5389,5,0,394177,-82254,1362,-4,99,0,0,Descent,0.0,0.0,0.0,1363.0,-4.0,1.4142135623810133,0.0,4,0,0
2,5395,5,0,394178,-82254,1359,-4,99,0,0,Descent,-3.0,0.0,-3.0,1361.8,-4.0,1.7888543820060805,0.0,4,0,0
2,5396,5,0,394178,-82254,1359,-4,99,0,0,Descent,0.0,0.0,3.0,1360.8,-4.0,1.643167672522284,0.0,4,0,0
1,5398,5,0,394178,-82254,1358,-4,99,0,0,Descent,-1.0,0.0,-1.0,1360.0,-4.0,1.870828693392926,0.0,4,0,0
2,5398,5,0,394178,-82254,1358,-4,99,0,0,Descent,0.0,0.0,1.0,1359.2,-4.0,1.643167672522284,0.0,4,0,0
2,5399,5,0,394178,-82254,1358,-4,99,0,0,Descent,0.0,0.0,0.0,1358.4,-4.0,0.5477225575255695,0.0,4,0,0
2,5403,5,0,394178,-82254,1356,-4,99,0,0,Descent,-2.0,0.0,-2.0,1357.8,-4.0,1.09544511502053,0.0,4,0,0
1,5405,5,0,394178,-82254,1355,-4,99,0,0,Descent,-1.0,0.0,1.0,1357.0,-4.0,1.4142135623809882,0.0,4,0,0
2,5410,5,0,394178,-82254,1353,-4,99,0,0,Descent,-2.0,0.0,-1.0,1356.0,-4.0,2.121320343564905,0.0,4,0,0
1,5411,5,0,394178,-82254,1352,-4,99,0,0,Descent,-1.0,0.0,1.0,1354.8,-4.0,2.3874672772673318,0.0,4,0,0
1,5412,5,0,394178,-82254,1352,-4,99,0,0,Descent,0.0,0.0,1.0,1353.6,-4.0,1.8165902124646038,0.0,4,0,0
2,5415,5,0,394178,-82254,1351,-4,99,0,0,Descent,-1.0,0.0,-1.0,1352.6,-4.0,1.51657508881759,0.0,4,0,0
2,5416,5,0,394178,-82254,1350,-4,99,0,0,Descent,-1.0,0.0,0.0,1351.6,-4.0,1.1401754251087712,0.0,4,0,0
1,5417,5,0,394178,-82254,1350,-4,99,0,0,Descent,0.0,0.0,1.0,1351.0,-4.0,1.0000000000109637,0.0,4,0,0
